candidate,sentiment,text,tweet_coord
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,Hey! Trump has evolved! Just like Obama! #GopDebates,
Donald Trump,Neutral,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Ted Cruz,Neutral,Did Ted Cruz leave? #GOPDebates,
Ted Cruz,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,When did you become a Puppet for Hillary Trump?? #tcot #GOPDebate #GOPDebates #FoxNews,
Donald Trump,Negative,One of #Trump's friends kids just found out he was supposed to be aborted. #oops #GOPDebates,
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,"#GOPdebates Trump just evoked Reagan, hey why not? All republicans do to help their base",
Donald Trump,Negative,"Trump ""often sounds like more of a Democrat than a Republican"". Stop trying to make Liberal Trump happen! We dON'T WANT HIM!!!! #GOPDebates",
Donald Trump,Positive,"2 drinks -#Trump said ""great, great."" #GOPDebates",
Ted Cruz,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Ted Cruz,Positive,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 
#GOPDebates http://t.co/8S67pz8a4A",
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Negative,Megyn Kelly is GIVIN IT to Trump.  #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,"RT @steakNstiffarms: I'm imagining Trump giving a State of the Union, and yeah ok maybe I'd vote for him #GOPDebates",
Donald Trump,Negative,"""Listen...I AM REAGEN YOU FOOLS""  - Donald Trump #GOPDebates",
Marco Rubio,Positive,Rubio is on point. Life begins at conception. #GOPDebates #marcorubio,
Marco Rubio,Negative,"RT @SupermanHotMale: Dear Marco Rubio, just shut the fuck up, you are neither entertaining or wise. #GopDebates",
Donald Trump,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Positive,Trump nails it every time. #GOPDebates,
Donald Trump,Negative,"Every time the camera cuts to Trump, he's grimacing like he's trying to break wind but avoid the shart... #GOPdebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Marco Rubio,Negative,"RT @SupermanHotMale: Dear Marco Rubio, just shut the fuck up, you are neither entertaining or wise. #GopDebates",
Ted Cruz,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Neutral,"#Trump: ""I don't think they like me very much"" #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Marco Rubio,Neutral,RT @bitterjim2u: Am I the only one wondering if Rubio &amp; his wife play Marco Polo when they have sex? Except replace Polo with Rubio. #GOPDeäó_,
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Neutral,"Megyn Kelly to Trump: ""Why you here?"" #GOPDebates",
Donald Trump,Positive,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Neutral,Trump's hair registered GOP before he did. #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Marco Rubio,Negative,"RT @SupermanHotMale: Dear Marco Rubio, just shut the fuck up, you are neither entertaining or wise. #GopDebates",
Donald Trump,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Marco Rubio,Neutral,Am I the only one wondering if Rubio &amp; his wife play Marco Polo when they have sex? Except replace Polo with Rubio. #GOPDebates,
Marco Rubio,Negative,"RT @SupermanHotMale: Dear Marco Rubio, just shut the fuck up, you are neither entertaining or wise. #GopDebates",
Donald Trump,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Ted Cruz,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Ted Cruz,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Marco Rubio,Negative,Rubio doesn't understand that there is a Bill of Rights #GOPDebates,
Ted Cruz,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Marco Rubio,Negative,"Dear Marco Rubio, just shut the fuck up, you are neither entertaining or wise. #GopDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Marco Rubio,Neutral,Rubio I never said there should be a ban on abortion in case of rape #GOPDebates,
Donald Trump,Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Marco Rubio,Negative,"""I never said that, I think rapes women should definitely have that baby!"" Marco Rubio #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Marco Rubio,Negative,Does Marco Rubio wear Invisalign? #GOPdebates,
Ted Cruz,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Ted Cruz,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Ted Cruz,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Negative,#GOPDebates Need I say more http://t.co/Vb5bDjR1K9,
Ted Cruz,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Positive,@CopDwg wow! I thought it was #msnbc   Fox has changed. #GopDebates,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Negative,Trump has no integrity- Trojan pony show easily bought &amp; paid for by Hillary #tcot #GOPDebate #GOPDebates #FOXNEWSDEBATE,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @AcerbicAxioms: Is @FoxNews going to ask #Trump2016 any more POLICY questions? Or just character smears? #GOPDebate #GOPDebates #MakeAmeäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates",
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Ted Cruz,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,"RT @steakNstiffarms: I'm imagining Trump giving a State of the Union, and yeah ok maybe I'd vote for him #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Neutral,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Ted Cruz,Neutral,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Neutral,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @ScottLinnen: You screwed Atlantic City more ways than the Kama Sutra with Trump Taj Mahal. #GOPDebates,
Donald Trump,Neutral,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? _ôˆ__ôˆŸ #GOPDebates  #GOPDebate",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Ted Cruz,Negative,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? _ôˆ__ôˆŸ #GOPDebates  #GOPDebate",
Donald Trump,Negative,Democrats should pay attention to Trump's performance tonight. He's still a racist. But everything he says is popular. #GOPDebates,
Donald Trump,Positive,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Ted Cruz,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,"Trump threatening to run as independent if he doesn't win the nomination. Who does that remind me of?
#GOPdebates http://t.co/14wFPz4qoW",
Donald Trump,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Neutral,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead _ôˆ__ôˆŸ #GOPDäó_,
Donald Trump,Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,@megynkelly @BretBaier Shame on you both. How much did you all get paid to attack Trump? #GOPDebates #FoxNews,
Donald Trump,Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Ted Cruz,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,How about we have them give the rest of the candidates Taboo Buzzers to use when Trump speaks?! LOL #GOPDebates,
Donald Trump,Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Positive,"@tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Ted Cruz,Positive,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 
#GOPDebates http://t.co/8S67pz8a4A",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates,
Donald Trump,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. _ôˆ__ôˆŸ #GOPDebate  #GOPDebates",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Donald Trump,Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Ted Cruz,Positive,"RT @Zone6Combat: Hey #FoxNews, planning on giving #TedCruz chance to speak? You're trying to marginalize him as you do on your daily news cäó_",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Ted Cruz,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _ôˆ__ôˆŸ #GOPDebate  #Gäó_",
Donald Trump,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. _ôˆ__ôˆŸ #GOPDebateäó_,
Marco Rubio,Positive,"RT @OnceUponALiz: I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates",
Donald Trump,Negative,"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates",
